,itemid,shopid,id,rateContent,rateDate,grab_time
0,137192474,0000000000,1.0,比较喜欢它这种口味,2017-06-10 15:49:29,2017-06-10 17:53:46
1,137192474,0000000000,2.0,很好,2017-06-10 15:16:27,2017-06-10 17:53:46
2,137192474,0000000000,3.0,昨天晚上下的订单，今天中午就收到了，日期是4月份的,2017-06-10 12:44:25,2017-06-10 17:53:46
3,137192474,0000000000,4.0,不错,2017-06-10 11:54:00,2017-06-10 17:53:46
4,137192474,0000000000,5.0,日期新鲜，不错，比店里便宜,2017-06-10 11:32:49,2017-06-10 17:53:46
5,137192474,0000000000,6.0,价格便宜，好喝。,2017-06-10 11:21:05,2017-06-10 17:53:46
6,137192474,0000000000,7.0,快递哥速度快、服务好、牛奶生产日期近、无破损好评,2017-06-10 10:55:53,2017-06-10 17:53:46
7,137192474,0000000000,8.0,很好 很新鲜,2017-06-10 10:33:28,2017-06-10 17:53:46
8,137192474,0000000000,9.0,便宜又营养,2017-06-10 09:16:14,2017-06-10 17:53:46
9,137192474,0000000000,10.0,味道不错，下次再买。,2017-06-10 08:38:59,2017-06-10 17:53:46
10,137192474,0000000000,1.0,活动力度大，价格便宜，日期4月份的，有效期5个月，整体还行。,2017-06-08 14:20:09,2017-06-10 17:53:46
11,137192474,0000000000,2.0,一般,2017-06-04 09:59:02,2017-06-10 17:53:46
12,137192474,0000000000,3.0,物流很快 小孩很喜欢喝 日期也很新鲜,2017-05-24 14:40:59,2017-06-10 17:53:46
13,137192474,0000000000,4.0,味道跟超市的不一样,2017-05-16 17:24:49,2017-06-10 17:53:46
14,137192474,0000000000,5.0,快过期了,2017-04-03 15:32:45,2017-06-10 17:53:46
15,137192474,0000000000,6.0,很划算！就是日期比较近了！,2017-03-29 12:38:14,2017-06-10 17:53:46
16,137192474,0000000000,7.0,刚买就降价......,2017-03-26 19:18:11,2017-06-10 17:53:46
17,137192474,0000000000,8.0,宝宝每天一盒，还可以吧,2017-03-14 07:32:01,2017-06-10 17:53:46
18,137192474,0000000000,9.0,时间久了,2017-03-08 12:23:26,2017-06-10 17:53:46
19,137192474,0000000000,10.0,还行，便宜,2017-03-04 21:21:00,2017-06-10 17:53:46
20,137192474,0000000000,1.0,便宜果然没好货，这次买的买稀的跟水一样，根本不像之前的有点吸不动的感觉。,2017-05-24 08:57:39,2017-06-10 17:53:46
21,137192474,0000000000,2.0,2月买的，然没货了，5月初收到货，然后两箱一个包装完好，另一个封箱标都被撕开了，别说是运输过程中撞开的，因为箱子封口处箱子是插到里面的，那块纸箱断了的部分为什么翻遍箱子我也没找到，欠我一个解释，再看看牛奶盒子，为什么一个个印刷这么不整齐，给我解释一下不,2017-05-08 21:21:35,2017-06-10 17:53:46
22,137192474,0000000000,3.0,下单时间：2月26日。收货时间：5月3日。我是扔呢还是扔呢……,2017-05-03 11:55:55,2017-06-10 17:53:46
23,137192474,0000000000,4.0,苏宁的客户资料是网上共享的，在网上苏宁买过的，当地实体店会不厌其烦的来劝购你，网上苏宁也会劝购你。所以苏宁就是***公司。我已把我资料卖给苏宁了，不知苏宁会把我资料共享给谁。劝苏宁不要这样做。是不道德的和违法的。,2017-03-22 09:45:09,2017-06-10 17:53:46
