,itemid,shopid,id,rateContent,rateDate,grab_time
0,126439269,0000000000,1.0,最爱喝的奶,2017-06-10 16:38:31,2017-06-10 17:33:12
1,126439269,0000000000,2.0,不错,2017-06-10 16:13:19,2017-06-10 17:33:12
2,126439269,0000000000,3.0,快递速度很快,2017-06-10 15:34:21,2017-06-10 17:33:12
3,126439269,0000000000,4.0,好评,2017-06-10 15:22:35,2017-06-10 17:33:12
4,126439269,0000000000,5.0,价格划算,2017-06-10 14:35:06,2017-06-10 17:33:12
5,126439269,0000000000,6.0,非常好喝   实惠  经常买,2017-06-10 13:33:51,2017-06-10 17:33:12
6,126439269,0000000000,7.0,4月份的，31.2买的，很划算,2017-06-10 13:22:28,2017-06-10 17:33:12
7,126439269,0000000000,8.0,很好的口感！,2017-06-10 11:56:59,2017-06-10 17:33:12
8,126439269,0000000000,9.0,味道不错，好喝！,2017-06-10 11:22:46,2017-06-10 17:33:12
9,126439269,0000000000,10.0,日期是5月14日的，还好。,2017-06-10 11:18:20,2017-06-10 17:33:12
10,126439269,0000000000,1.0,刚买回来就降价，不爽,2017-06-09 12:12:59,2017-06-10 17:33:12
11,126439269,0000000000,2.0,物流更新不及时,2017-05-31 11:08:54,2017-06-10 17:33:12
12,126439269,0000000000,3.0,可感没有以前的那么浓郁了。,2017-05-25 21:58:52,2017-06-10 17:33:12
13,126439269,0000000000,4.0,个人感觉不好喝,2017-05-25 12:33:30,2017-06-10 17:33:12
14,126439269,0000000000,5.0,生产日期是4月2号的。牛奶的口感不如在超市里买的香浓，味道很淡。另外牛奶里的燕麦也比超市里买的少，不过价格要略微便宜。这些货应该是厂家为网购促销定制的，所以价格便宜但品质有所降低。,2017-05-10 16:07:26,2017-06-10 17:33:12
15,126439269,0000000000,6.0,饮品口感一般，吸管超大，物流快速，下次不一定会购买該款产品。,2017-05-06 12:02:53,2017-06-10 17:33:12
16,126439269,0000000000,7.0,日期好，没用纸箱用塑料包装的，快递这次仍没送到手中，只送到厂门口对面马路的超市，晚上打了个电话告知放在超市了，这点不满意，不是应送到客户手中的吗?这次订了生鲜，要是也放在超市不及时送达，那坏了的冷冻产品算谁的呢?顺便问下，这不送到手中怎么验货?希改进并彻底解决这个问题。,2017-04-29 08:36:21,2017-06-10 17:33:12
17,126439269,0000000000,8.0,一般,2017-04-23 15:39:13,2017-06-10 17:33:12
18,126439269,0000000000,9.0,一直喝这个牛奶，全家人都爱喝，日期是1月14日的，不算太新的，服务周到，日期新鲜最好。,2017-04-19 17:20:42,2017-06-10 17:33:12
19,126439269,0000000000,10.0,好,2017-04-13 18:37:59,2017-06-10 17:33:12
20,126439269,0000000000,1.0,太low的包装了！连个塑料袋都没有，直接一个纸箱！下雨，淋得湿湿的，都不想签收了！万一影响到牛奶质量就问题大了！绝对不会第二次购买！！！,2017-06-06 17:51:46,2017-06-10 17:33:12
21,126439269,0000000000,2.0,呵呵，我一点都不想说什么了，以后不会在苏宁超市购物了,2017-03-11 20:11:40,2017-06-10 17:33:12
22,126439269,0000000000,3.0,太甜了,2017-03-09 16:23:11,2017-06-10 17:33:12
23,126439269,0000000000,4.0,还可以，发货太慢,2017-02-19 19:20:00,2017-06-10 17:33:12
24,126439269,0000000000,5.0,1月4号买的，到20号才送到，更可恨的是不送货到家，要自己去县城里面去拿,2017-01-30 19:15:03,2017-06-10 17:33:12
25,126439269,0000000000,6.0,不满意，我一月十一号早上六点付的款到现在终于收到货了。收到货先看日期，居然给我发的是10月8号的，我买了十箱是拿来拜年的，还有两个多点月就要过期了，我也是无语了。看评价日期新鲜才买的。失望,2017-01-19 16:09:13,2017-06-10 17:33:12
26,126439269,0000000000,7.0,一月十一号早上六点就付的款等到今天总算收到货了日期居然是10月8号的，买了十箱是拿来拜年的，还有两个多点月就要过期的东西。看了评价日期新鲜才买的，比我买的早的人都是十一月十二月份的日期。我买的比别人晚居然给我发十月八号的。真是气死人了。,2017-01-19 15:55:09,2017-06-10 17:33:12
27,126439269,0000000000,8.0,买的几单东西凌晨就到合肥了，结果两天时间过去了，还在合肥中心仓，或者送往站点的途中，城区面积就这么点大，苏宁在搞什么飞机……不往客户手里送么？最后投诉了三次才给送货！无语了……,2017-01-18 19:39:24,2017-06-10 17:33:12
28,126439269,0000000000,9.0,这牛奶明明就是买二付一，多收了12块钱，客服硬说没有买二付一，你们就是这样的服务态度，有问题不解决，因为是帮同事买的，又不好退货，现在要自己掏12块钱出来，你们苏宁好样的,2017-01-13 15:53:11,2017-06-10 17:33:12
29,126439269,0000000000,10.0,买二付一 不知道怎么编辑错了 没享受到优惠 48买了一箱 申请售后还要出8块钱运费 真心觉得亏了 ,2017-01-12 21:02:53,2017-06-10 17:33:12
30,109830325,0000000000,1.0,一般般吧，比超市便宜点,2017-06-10 15:51:37,2017-06-10 17:33:21
31,109830325,0000000000,2.0,好评,2017-06-10 15:22:23,2017-06-10 17:33:21
32,109830325,0000000000,3.0,很给力的活动,2017-06-10 13:47:31,2017-06-10 17:33:21
33,109830325,0000000000,4.0,很香挺好喝的,2017-06-10 13:19:45,2017-06-10 17:33:21
34,109830325,0000000000,5.0,好喝,2017-06-10 12:51:25,2017-06-10 17:33:21
35,109830325,0000000000,6.0,黑米的味道不错，就是以往和红豆的一样贵，这次贵了将近6元,2017-06-10 10:14:08,2017-06-10 17:33:21
36,109830325,0000000000,7.0,好,2017-06-10 10:11:45,2017-06-10 17:33:21
37,109830325,0000000000,8.0,价格实惠,2017-06-10 09:37:19,2017-06-10 17:33:21
38,109830325,0000000000,9.0,好,2017-06-10 08:50:10,2017-06-10 17:33:21
39,109830325,0000000000,10.0,给老婆买的当早餐喝，还可以,2017-06-10 08:36:58,2017-06-10 17:33:21
40,109830325,0000000000,1.0,这次感觉不好，以前盒子外面都有一个塑料包装袋，这次买了四盒，一个都没有，没有我可以接受，但盒子至少要结实吧，手一提底就掉了，里面的牛奶全摔地上了，把吸管都摔掉了，提了2盒都这样，剩下的2盒不敢再提了，只能抱回家了。,2017-06-03 23:32:47,2017-06-10 17:33:21
41,109830325,0000000000,2.0,还可以吧，挺不错的。物流也快了很多。上午拍下，下午就到了，挺不错的,2017-05-22 23:45:56,2017-06-10 17:33:21
42,109830325,0000000000,3.0,买了红豆和黑豆味，没有实体店买的好，味道有点不一样，很稀像水，不好,2017-05-18 21:36:49,2017-06-10 17:33:21
43,109830325,0000000000,4.0,还好，可以,2017-05-12 06:55:52,2017-06-10 17:33:21
44,109830325,0000000000,5.0,没看清楚是饮品 买了后悔了 应该买牛奶 添加剂好多啊 哎。,2017-04-28 16:34:47,2017-06-10 17:33:21
45,109830325,0000000000,6.0,价格做高了，然后搞活动,2017-04-23 09:29:37,2017-06-10 17:33:21
46,109830325,0000000000,7.0,饮品味道不错，比较粘稠爽滑，能吃出芝麻的香味，但吃不出奶味，感觉是纯谷物类饮品，生产日期不新鲜，2016年12月21日生产的，现在已4月中旬了，还好此口味的只买了一箱，抓紧时间吃了。,2017-04-13 09:47:40,2017-06-10 17:33:21
47,109830325,0000000000,8.0,快过期了,2017-04-11 18:12:21,2017-06-10 17:33:21
