,itemid,shopid,id,rateContent,rateDate,grab_time
0,104618680,0000000000,1.0,非常适合老年人吃,2017-06-10 17:05:36,2017-06-10 17:51:35
1,104618680,0000000000,2.0,看着还行，就是价格不稳定,2017-06-10 16:40:05,2017-06-10 17:51:35
2,104618680,0000000000,3.0,牛奶，还是新养道，有味道。666,2017-06-10 16:36:08,2017-06-10 17:51:35
3,104618680,0000000000,4.0,价格实惠，下次还会买,2017-06-10 16:18:06,2017-06-10 17:51:35
4,104618680,0000000000,5.0,不不错的产品  值得购买,2017-06-10 16:15:23,2017-06-10 17:51:35
5,104618680,0000000000,6.0,很好,2017-06-10 16:02:18,2017-06-10 17:51:35
6,104618680,0000000000,7.0,早晨订的货，下午就到了，速度超。,2017-06-10 15:47:01,2017-06-10 17:51:35
7,104618680,0000000000,8.0,一下子买了18.2嗯，价格优惠，所以买了很多等着什么时候还有没。,2017-06-10 15:45:04,2017-06-10 17:51:35
8,104618680,0000000000,9.0,味正,2017-06-10 14:45:38,2017-06-10 17:51:35
9,104618680,0000000000,10.0,好好好好,2017-06-10 14:05:44,2017-06-10 17:51:35
10,104618680,0000000000,1.0,保质期一般般啦还剩三个月,2017-06-05 10:34:44,2017-06-10 17:51:35
11,104618680,0000000000,2.0,上次买了一件，口味不错，小孩也喜欢，最重要的是生产日期是最新的（5月份的），而这次买了二件，让我觉得掉眼睛，有点亏，居然发3月份初的日期！我们这边3月份这种临期产品超市才29元！郁闷！不知道是发错货还是其他原因！这次不给好评！,2017-06-01 23:18:25,2017-06-10 17:51:35
12,104618680,0000000000,3.0,不好喝啊，味道一般啊,2017-05-30 18:39:12,2017-06-10 17:51:35
13,104618680,0000000000,4.0,告诉我说是最近的日期，发过来是3月的，我怎么送礼呀,2017-05-23 17:55:16,2017-06-10 17:51:35
14,104618680,0000000000,5.0,特意喝过后来评价，还可以，不过个人觉得有点甜了。而且是三月份的，新鲜度不高。,2017-05-21 15:26:19,2017-06-10 17:51:35
15,104618680,0000000000,6.0,拼购买的，好像不是很划算啊，35一箱，现在是55就有2箱。算了，就这样吧。,2017-05-20 21:28:28,2017-06-10 17:51:35
16,104618680,0000000000,7.0,比较怀疑是被开过箱啊、打开就看见被人刮过了,2017-05-18 11:22:38,2017-06-10 17:51:35
17,104618680,0000000000,8.0,为什么喝着感觉有点苦味。。？,2017-05-17 19:13:27,2017-06-10 17:51:35
18,104618680,0000000000,9.0,离保质期还有两个多月,2017-05-16 17:18:50,2017-06-10 17:51:35
19,104618680,0000000000,10.0,感觉没有之前买的好喝了，味道不一样，不知道怎么回事,2017-05-15 09:18:26,2017-06-10 17:51:35
20,104618680,0000000000,1.0,真不想多说什么，直接看图吧。开箱就是这样。积分验证码是被划过的，像是被动过了。牛奶的日期已经过半，17年2月4号的，保质期6个月。苏宁这么大的公司，都不能保证给顾客一个好的商品，真不知道苏宁易购是怎么是怎么做口碑的,2017-05-18 14:18:35,2017-06-10 17:51:35
21,104618680,0000000000,2.0,相当的差，日期太旧，欺骗人，,2017-05-07 09:28:05,2017-06-10 17:51:35
22,104618680,0000000000,3.0,为什么服务评价还一定有有星？我想评负。18号下单，20号仍未发货，当日联系客服回复24号能到货，下单可是提示次日到货的，遂要求21日到货，客服回复可以。21号下午订单仍是未发货状态，又联系客服，答复24日到货，还表示这不是物流公司，催不了发货，就是24日到货。让翻看前一天客服回复，无果，一度以为碰到了复读机。如此大苏宁，下单不发货，还不能催，还得自己找物流，同事同期在其他网站上下单早已到货。如此速度和服务，我以为，我遇到一个假苏宁。,2017-04-26 11:21:04,2017-06-10 17:51:35
23,104618680,0000000000,4.0,已经发霉了！充满了不愉快！,2017-04-02 22:55:29,2017-06-10 17:51:35
24,104618680,0000000000,5.0,接近过期,2017-03-30 20:11:32,2017-06-10 17:51:35
25,104618680,0000000000,6.0,很失望。牛奶是16 年11.10号的 在过一个月就过期了  这种牛奶 超市都下架的  苏宁还在卖。,2017-03-24 10:15:44,2017-06-10 17:51:35
26,104618680,0000000000,7.0,差评，差评，差评，牛奶的吸管都被拆下来了，不知道是不是别人的退货，哎，下次再也不敢买了，一直以来相信苏宁，没想到这次让人很失望！,2017-03-21 00:40:43,2017-06-10 17:51:35
27,104618680,0000000000,8.0,发的货来居然还有10几天就过期了。差评,2017-03-20 20:45:48,2017-06-10 17:51:35
28,104618680,0000000000,9.0,请问成都仓库发货不看日期的吗，马上就过期了，食品监管在那里，诚信在那里？,2017-03-10 16:52:10,2017-06-10 17:51:35
29,104618680,0000000000,10.0,不知道为什么，快递不给送货了呢？打电话后说给送到门店了，真是无奈，要是有时间能去门店取货的话，就不花运费送货上门了，太气人了，白白花了五元运费，还要自己去取货，难道这就是苏宁的服务吗？太让人失望了，货送到门店了，也没通知我，要是不打电话问一下，还以为货丢了呢！,2017-03-08 14:06:22,2017-06-10 17:51:35
30,132403676,0070078374,1.0,价格还可以，送货也快,2017-06-09 06:30:22,2017-06-10 17:51:44
31,132403676,0070078374,2.0,买了两件，日期不好，退了，钱给退回来了，但用的云钻没给退，反应给客服，没有任何回应。失望。,2017-06-08 15:05:34,2017-06-10 17:51:44
32,132403676,0070078374,3.0,只要有活动就买了,2017-06-07 13:27:56,2017-06-10 17:51:44
33,132403676,0070078374,4.0,物流服务好，口味也可以,2017-06-04 10:46:08,2017-06-10 17:51:44
34,132403676,0070078374,5.0,价格不错，很棒,2017-06-02 11:10:41,2017-06-10 17:51:44
35,132403676,0070078374,6.0,真心好，好喝日期也新鲜,2017-06-01 00:00:34,2017-06-10 17:51:44
36,132403676,0070078374,7.0,多次回购，一如既往的好,2017-05-31 20:42:31,2017-06-10 17:51:44
37,132403676,0070078374,8.0,买第二次了，价格便宜，很好,2017-05-29 19:29:44,2017-06-10 17:51:44
38,132403676,0070078374,9.0,实惠,2017-05-29 14:22:03,2017-06-10 17:51:44
39,132403676,0070078374,10.0,不错 很棒 ,2017-05-26 18:10:52,2017-06-10 17:51:44
40,132403676,0070078374,1.0,还算实惠吧，但是牛奶生产日期是2月多，现在五月中旬了已经，保质期是半年，已经过期一半啦，想买的朋友不介意还行,2017-05-13 13:21:36,2017-06-10 17:51:44
41,132403676,0070078374,2.0,苏宁易购的售后服务简直是太差劲了。,2017-04-13 16:59:58,2017-06-10 17:51:44
42,132403676,0070078374,3.0,不理想，1月份生产.,2017-04-08 06:26:32,2017-06-10 17:51:44
43,132403676,0070078374,4.0,快递速度一般，日期是12月份的保质期6个月，剩3个月保质期,2017-03-01 14:27:14,2017-06-10 17:51:44
44,132403676,0070078374,5.0,孩子天天。觉得价格挺便宜,2016-12-29 18:37:20,2017-06-10 17:51:44
45,132403676,0070078374,6.0,好慢点快递,2016-12-25 16:00:09,2017-06-10 17:51:44
46,132403676,0070078374,7.0,还好吧，日期是10月份的,2016-12-19 09:46:24,2017-06-10 17:51:44
47,132403676,0070078374,8.0,实惠味道一般,2016-12-17 13:46:12,2017-06-10 17:51:44
48,132403676,0070078374,9.0,好评！,2016-12-05 20:56:38,2017-06-10 17:51:44
49,132403676,0070078374,10.0,还可以，，，，，,2016-12-02 22:37:21,2017-06-10 17:51:44
50,132403676,0070078374,1.0,一般般,2016-12-26 21:57:18,2017-06-10 17:51:44
51,132403676,0070078374,2.0,感觉象兑水牛奶，味不对！苏宁易购平台允许这样商品，坑爹！差！这对健康坑害！,2016-12-26 08:41:04,2017-06-10 17:51:44
52,132403676,0070078374,3.0,牛奶不好喝奶味特别淡不要买谁买谁后悔,2016-12-03 20:04:39,2017-06-10 17:51:44
53,132403676,0070078374,4.0,我买的商品已支付20天了到现在都没有送货，信息反应我收货，稀烂的第三方,2016-11-29 14:33:34,2017-06-10 17:51:44
54,132403676,0070078374,5.0,不知道买的是不是假货，买了两箱，里面的卡都被刮开了！问客服，几天后给我回复，还不知道什么原因，很无语，没有一个解决办法！,2016-11-29 11:51:46,2017-06-10 17:51:44
55,132403676,0070078374,6.0,无语到极致，马上一个月了，牛奶没看到，客服也不知道，退款退款，第一次买个东西国内还要等了又等,2016-11-25 15:45:42,2017-06-10 17:51:44
56,132403676,0070078374,7.0,还可以吧，就是没有上次买那个浓一点，必定那么便宜,2016-11-24 08:13:36,2017-06-10 17:51:44
57,132403676,0070078374,8.0,没收到货，骗子，,2016-11-23 08:54:35,2017-06-10 17:51:44
58,132403676,0070078374,9.0,开始收到牛奶之后看包装和日期还挺满意，谁知道到家打开一看傻眼了，牛奶被打开过，里面的兑奖券被刮开，只能呵呵了，商家也是傻，刮完了你拿出去啊！！！,2016-11-22 10:09:09,2017-06-10 17:51:44
59,132403676,0070078374,10.0,喝上去是甜的，普通的纯牛奶不是都说不甜的吗？不喜欢甜的的不要买。、,2016-11-20 08:45:53,2017-06-10 17:51:44
60,104618680,0070078374,1.0,还不错，就是有点慢,2017-06-10 15:26:16,2017-06-10 17:51:54
61,104618680,0070078374,2.0,不错，味道挺浓的，我喜欢,2017-06-10 15:13:39,2017-06-10 17:51:54
62,104618680,0070078374,3.0,蒙牛新养道零乳糖牛奶，口感好，有淡淡的甜味！孩子很爱喝，一箱没几天就喝完了。价格也很优惠！发货速度快！,2017-06-10 10:52:51,2017-06-10 17:51:54
63,104618680,0070078374,4.0,太慢物流的,2017-06-10 10:51:56,2017-06-10 17:51:54
64,104618680,0070078374,5.0,喜欢喝，低脂无乳糖！还有甜味，可以买，第三次买,2017-06-10 08:29:23,2017-06-10 17:51:54
65,104618680,0070078374,6.0,有点甜,2017-06-09 18:32:42,2017-06-10 17:51:54
66,104618680,0070078374,7.0,便宜哦，日期也新鲜，拼团购买很划算,2017-06-09 11:04:25,2017-06-10 17:51:54
67,104618680,0070078374,8.0,孩子爱喝这个，经常买，苏宁活动价很划算,2017-06-09 09:49:15,2017-06-10 17:51:54
68,104618680,0070078374,9.0,团来的，没喝过试试看，说是零乳糖可喝起来还是甜的呢？比特仑苏或其他纯牛奶要甜,2017-06-09 08:37:44,2017-06-10 17:51:54
69,104618680,0070078374,10.0,苏宁服务超级棒，信赖苏宁,2017-06-08 21:04:31,2017-06-10 17:51:54
70,104618680,0070078374,1.0,"差,牛奶箱开过",2017-05-27 19:06:25,2017-06-10 17:51:54
71,602644745,0070078374,1.0,很好,2017-04-05 11:19:49,2017-06-10 17:52:03
72,602644745,0070078374,2.0,孩子一直喜欢蒙牛的新养道，还是低脂的，非常不错。,2017-03-30 09:02:58,2017-06-10 17:52:03
73,602644745,0070078374,3.0,东西很好，包装也很好，物流很给力，是正品,2017-03-21 10:39:05,2017-06-10 17:52:03
74,602644745,0070078374,4.0,很好,2017-03-19 20:39:35,2017-06-10 17:52:03
75,602644745,0070078374,5.0,苏宁易购太靠谱啦！今天中午快递员打电话给我说快递到了，我简直不敢相信！太快了！大品牌就是靠谱！打开包装喝一口！还是熟悉的味道！美极了！,2017-03-13 19:16:28,2017-06-10 17:52:03
76,602644745,0070078374,6.0,买家未及时做出评价，系统默认好评！,2017-06-04 05:22:38,2017-06-10 17:52:03
77,602644745,0070078374,7.0,买家未及时做出评价，系统默认好评！,2017-06-03 02:53:48,2017-06-10 17:52:03
78,602644745,0070078374,8.0,买家未及时做出评价，系统默认好评！,2017-05-20 07:13:48,2017-06-10 17:52:03
